         551452 function calls (523216 primitive calls) in 0.370 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 _parser.py:1004(addliteral)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        2    0.000    0.000    0.000    0.000 functools.py:741(is_related)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _string.formatter_parser}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x74d06e015a80}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x74d06de6e0c0}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.register_error}
        1    0.000    0.000    0.000    0.000 {built-in method _sre.template}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 <frozen os>:779(getenv)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1028(getwriter)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        1    0.000    0.000    0.000    0.000 types.py:275(coroutine)
        1    0.000    0.000    0.000    0.000 _parser.py:996(parse_template)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.021    0.021 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing.py:2780(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:2854(__new__)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.005    0.005 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:956(wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:484(validate)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.004    0.004 socket.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.007    0.007 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 retry.py:245(__init__)
        1    0.000    0.000    0.000    0.000 request.py:29(make_headers)
        1    0.000    0.000    0.027    0.027 connectionpool.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ssl_.py:259(create_urllib3_context)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        1    0.000    0.000    0.018    0.018 ssl_.py:1(<module>)
        1    0.000    0.000    0.016    0.016 url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:163(HTTPResponse)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        1    0.000    0.000    0.004    0.004 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
        1    0.000    0.000    0.131    0.131 element.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 requests_html.py:69(BaseParser)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.035    0.035 css_parser.py:428(CSSParser)
        1    0.000    0.000    0.063    0.063 css_parser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.059    0.059 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.004    0.004    0.046    0.046 dammit.py:128(_populate_class_variables)
        1    0.000    0.000    0.059    0.059 dammit.py:1(<module>)
        1    0.000    0.000    0.006    0.006 cd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:77(LXMLTreeBuilderForXML)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.010    0.010 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.017    0.017 base_events.py:1(<module>)
        1    0.000    0.000    0.148    0.148 requests_html.py:1(<module>)
        1    0.000    0.000    0.001    0.001 futures.py:1(<module>)
        1    0.000    0.000    0.003    0.003 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
        1    0.000    0.000    0.003    0.003 staggered.py:1(<module>)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 appdirs.py:45(user_data_dir)
        1    0.000    0.000    0.001    0.001 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 appdirs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.033    0.033 launcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:26(EventEmitter)
        1    0.000    0.000    0.000    0.000 browser.py:21(Browser)
        1    0.000    0.000    0.003    0.003 frames.py:1(<module>)
        1    0.000    0.000    0.000    0.000 permessage_deflate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.001    0.001 headers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:889(uname)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1(<module>)
        1    0.000    0.000    0.003    0.003 protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocol.py:67(WebSocketCommonProtocol)
        1    0.000    0.000    0.005    0.005 chromium_downloader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 std.py:245(tqdm)
        1    0.000    0.000    0.000    0.000 utils.py:76(wrap)
        1    0.000    0.000    0.002    0.002 std.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.012    0.012 page.py:1(<module>)
        1    0.000    0.000    0.000    0.000 page.py:40(Page)
        1    0.000    0.000    0.000    0.000 frame_manager.py:25(FrameManager)
        1    0.000    0.000    0.000    0.000 network_manager.py:30(NetworkManager)
        1    0.000    0.000    0.000    0.000 frame_manager.py:235(Frame)
        1    0.000    0.000    0.000    0.000 element_handle.py:25(ElementHandle)
        1    0.000    0.000    0.000    0.000 us_keyboard_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 network_manager.py:587(Response)
        1    0.000    0.000    0.000    0.000 network_manager.py:303(Request)
        1    0.000    0.000    0.001    0.001 network_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        1    0.000    0.000    0.003    0.003 packages.py:1(<module>)
        1    0.000    0.000    0.009    0.009 compat.py:1(<module>)
        1    0.000    0.000    0.026    0.026 adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.005    0.005 cookiejar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:109(_init)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
        1    0.000    0.000    0.027    0.027 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyquery.py:54(build_camel_case_aliases)
        1    0.000    0.000    0.000    0.000 defs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyquery.py:159(PyQuery)
        1    0.000    0.000    0.011    0.011 pyquery.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xpath.py:134(GenericTranslator)
        1    0.000    0.000    0.000    0.000 clean.py:135(Cleaner)
        1    0.000    0.000    0.001    0.001 soupparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake.py:86(FakeUserAgent)
        1    0.000    0.000    0.004    0.004 encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 soupparser.py:94(_PseudoTag)
        1    0.000    0.000    0.000    0.000 parse.py:101(convert_first)
        1    0.000    0.000    0.000    0.000 parse.py:886(Match)
        1    0.000    0.000    0.000    0.000 _types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:51(int_convert)
        1    0.000    0.000    0.000    0.000 parse.py:858(Result)
        1    0.000    0.000    0.000    0.000 parse.py:902(ResultIterator)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:69(AuthBase)
        1    0.000    0.000    0.000    0.000 auth.py:99(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 models.py:206(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 idna.py:154(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:226(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:261(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyquery.py:116(NoDefault)
        1    0.000    0.000    0.000    0.000 pyquery.py:1493(Fn)
        1    0.000    0.000    0.000    0.000 parser.py:873(EOFToken)
        1    0.000    0.000    0.000    0.000 cssselectpatch.py:11(XPathExpr)
        1    0.000    0.000    0.000    0.000 pyquery.py:126(FlexibleElement)
        1    0.000    0.000    0.000    0.000 parser.py:138(Class)
        1    0.000    0.000    0.000    0.000 parser.py:159(FunctionalPseudoElement)
        1    0.000    0.000    0.000    0.000 parser.py:220(Pseudo)
        1    0.000    0.000    0.000    0.000 parser.py:241(Negation)
        1    0.000    0.000    0.000    0.000 parser.py:265(Relation)
        1    0.000    0.000    0.000    0.000 parser.py:296(Matching)
        1    0.000    0.000    0.000    0.000 parser.py:321(SpecificityAdjustment)
        1    0.000    0.000    0.000    0.000 parser.py:439(Hash)
        1    0.000    0.000    0.000    0.000 parser.py:460(CombinedSelector)
        1    0.000    0.000    0.000    0.000 parser.py:893(MatchFunc)
        1    0.000    0.000    0.000    0.000 parser.py:33(SelectorError)
        1    0.000    0.000    0.000    0.000 parser.py:43(SelectorSyntaxError)
        1    0.000    0.000    0.000    0.000 xpath.py:45(ExpressionError)
        1    0.000    0.000    0.000    0.000 __init__.py:669(HtmlComment)
        1    0.000    0.000    0.000    0.000 __init__.py:673(HtmlElement)
        1    0.000    0.000    0.000    0.000 __init__.py:677(HtmlProcessingInstruction)
        1    0.000    0.000    0.000    0.000 __init__.py:681(HtmlEntity)
        1    0.000    0.000    0.000    0.000 parser.py:65(Selector)
        1    0.000    0.000    0.000    0.000 parser.py:193(Function)
        1    0.000    0.000    0.000    0.000 parser.py:410(Element)
        1    0.000    0.000    0.000    0.000 parser.py:1003(TokenStream)
        1    0.000    0.000    0.000    0.000 __init__.py:1149(InputGetter)
        1    0.000    0.000    0.000    0.000 __init__.py:1407(MultipleSelectOptions)
        1    0.000    0.000    0.000    0.000 parser.py:884(TokenMacros)
        1    0.000    0.000    0.000    0.000 xpath.py:800(HTMLTranslator)
        1    0.000    0.000    0.000    0.000 __init__.py:1123(FieldsDict)
        1    0.000    0.000    0.000    0.000 _setmixin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:117(FixedTzOffset)
        1    0.000    0.000    0.000    0.000 __init__.py:108(Classes)
        1    0.000    0.000    0.000    0.000 __init__.py:1890(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1912(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1238(InputMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:1269(TextareaElement)
        1    0.000    0.000    0.000    0.000 __init__.py:1705(LabelElement)
        1    0.000    0.000    0.000    0.000 parser.py:347(Attrib)
        1    0.000    0.000    0.000    0.000 parser.py:834(Token)
        1    0.000    0.000    0.000    0.000 xpath.py:52(XPathExpr)
        1    0.000    0.000    0.000    0.000 openers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:54(__fix_docstring)
        1    0.000    0.000    0.000    0.000 __init__.py:1468(RadioGroup)
        1    0.000    0.000    0.000    0.000 __init__.py:1521(CheckboxGroup)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:625(_MethodFunc)
        1    0.000    0.000    0.000    0.000 __init__.py:685(HtmlElementClassLookup)
        1    0.000    0.000    0.000    0.000 __init__.py:1565(CheckboxValues)
        1    0.000    0.000    0.000    0.000 __init__.py:1886(HTMLParser)
        1    0.000    0.000    0.000    0.000 __init__.py:1895(XHTMLParser)
        1    0.000    0.000    0.000    0.000 errors.py:4(FakeUserAgentError)
        1    0.000    0.000    0.000    0.000 clean.py:127(LXMLHTMLCleanWarning)
        1    0.000    0.000    0.000    0.000 clean.py:131(AmbiguousURLWarning)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:336(TooManyFields)
        1    0.000    0.000    0.000    0.000 parse.py:340(RepeatedNameError)
        1    0.000    0.000    0.000    0.000 __init__.py:1304(SelectElement)
        1    0.000    0.000    0.001    0.001 fake.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:19(BrowserUserAgentData)
        1    0.000    0.000    0.000    0.000 parse.py:404(Parser)
        1    0.000    0.000    0.000    0.000 frame_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 target.py:17(Target)
        1    0.000    0.000    0.000    0.000 compat.py:30(_resolve_char_detection)
        1    0.000    0.000    0.000    0.000 tracing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:743(Cookie)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(InvalidJSONError)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:63(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:67(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:71(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:87(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:91(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:103(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:107(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:111(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(InvalidProxyURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:123(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:127(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(RetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:135(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:142(RequestsWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:146(FileModeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1244(Absent)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1774(LoadError)
        1    0.000    0.000    0.000    0.000 cookies.py:145(CookieError)
        1    0.000    0.000    0.000    0.000 multimap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1776(FileCookieJar)
        1    0.000    0.000    0.000    0.000 certs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:83(LookupDict)
        1    0.000    0.000    0.000    0.000 sessions.py:106(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 adapters.py:137(BaseAdapter)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
        1    0.000    0.000    0.000    0.000 target.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        1    0.000    0.000    0.007    0.007 cssselectpatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1980(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 cookies.py:582(SimpleCookie)
        1    0.000    0.000    0.000    0.000 readers.py:28(files)
        1    0.000    0.000    0.000    0.000 readers.py:16(FileReader)
        1    0.000    0.000    0.000    0.000 readers.py:129(NamespaceReader)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 cssselectpatch.py:44(JQueryTranslator)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1608(InputElement)
        1    0.000    0.000    0.000    0.000 _setmixin.py:7(SetMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:943(FormElement)
        1    0.000    0.000    0.000    0.000 cookiejar.py:841(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1859(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
        1    0.000    0.000    0.000    0.000 structures.py:86(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:32(ZipReader)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        1    0.000    0.000    0.000    0.000 __init__.py:216(HtmlMixin)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:14(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:20(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 core.py:32(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 cookies.py:170(CookieConflictError)
        1    0.000    0.000    0.000    0.000 idna.py:300(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:303(StreamReader)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 errors.py:9(PyppeteerError)
        1    0.000    0.000    0.000    0.000 errors.py:14(BrowserError)
        1    0.000    0.000    0.000    0.000 errors.py:19(ElementHandleError)
        1    0.000    0.000    0.000    0.000 errors.py:24(NetworkError)
        1    0.000    0.000    0.000    0.000 errors.py:29(PageError)
        1    0.000    0.000    0.000    0.000 errors.py:34(TimeoutError)
        1    0.000    0.000    0.000    0.000 platform.py:794(_Processor)
        1    0.000    0.000    0.000    0.000 platform.py:978(system)
        1    0.000    0.000    0.000    0.000 connection.py:44(Side)
        1    0.000    0.000    0.000    0.000 connection.py:54(State)
        1    0.000    0.000    0.000    0.000 dialog.py:11(Dialog)
        1    0.000    0.000    0.000    0.000 input.py:18(Keyboard)
        1    0.000    0.000    0.000    0.000 input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 navigator_watcher.py:16(NavigatorWatcher)
        1    0.000    0.000    0.000    0.000 platform.py:842(uname_result)
        1    0.000    0.000    0.000    0.000 coverage.py:20(Coverage)
        1    0.000    0.000    0.000    0.000 coverage.py:126(JSCoverage)
        1    0.000    0.000    0.000    0.000 coverage.py:219(CSSCoverage)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 navigator_watcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frame_manager.py:804(WaitTask)
        1    0.000    0.000    0.000    0.000 input.py:247(Mouse)
        1    0.000    0.000    0.000    0.000 framing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 core.py:21(where)
        1    0.000    0.000    0.000    0.000 std.py:131(Bar)
        1    0.000    0.000    0.000    0.000 page.py:1689(ConsoleMessage)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 std.py:214(EMA)
        1    0.000    0.000    0.000    0.000 utils.py:102(FormatReplace)
        1    0.000    0.000    0.000    0.000 streams.py:6(StreamReader)
        1    0.000    0.000    0.000    0.000 std.py:67(TRLock)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 utils.py:117(Comparable)
        1    0.000    0.000    0.000    0.000 utils.py:183(DisableOnWriteError)
        1    0.000    0.000    0.000    0.000 gui.py:24(tqdm_gui)
        1    0.000    0.000    0.000    0.000 dialog.py:1(<module>)
