         551452 function calls (523216 primitive calls) in 0.370 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       28    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
       28    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
       28    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       27    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       27    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       26    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
       26    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       26    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
    25/16    0.000    0.000    0.034    0.002 <frozen importlib._bootstrap>:662(spec_from_loader)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       25    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
       25    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
       25    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
       24    0.000    0.000    0.000    0.000 __init__.py:772(__bool__)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
       23    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
       23    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
       23    0.000    0.000    0.000    0.000 dataclasses.py:760(_get_field)
       23    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
       23    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
       23    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
       23    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       22    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       22    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       21    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       20    0.002    0.000    0.005    0.000 enum.py:1708(convert_class)
       20    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
       20    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
       20    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
       20    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
       19    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       19    0.000    0.000    0.000    0.000 pyquery.py:45(with_camel_case_alias)
       19    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
       18    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       18    0.001    0.000    0.003    0.000 __init__.py:355(namedtuple)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       18    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 pathlib.py:719(__truediv__)
       17    0.000    0.000    0.000    0.000 typing.py:1603(__eq__)
       16    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
       16    0.000    0.000    0.002    0.000 _functools.py:75(wrapper)
       16    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
       16    0.000    0.000    0.015    0.001 css_parser.py:1149(process_selectors)
       16    0.000    0.000    0.033    0.002 css_parser.py:306(__init__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:1599(<genexpr>)
       16    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
       16    0.000    0.000    0.001    0.000 typing.py:1533(__getitem_inner__)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       15    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
    15/13    0.005    0.000    0.006    0.000 {built-in method _imp.create_dynamic}
    15/14    0.004    0.000    0.010    0.001 {built-in method _imp.exec_dynamic}
    15/14    0.000    0.000    0.011    0.001 <frozen importlib._bootstrap_external>:1295(exec_module)
    15/13    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 __init__.py:1323(append)
       15    0.000    0.000    0.002    0.000 dataclasses.py:449(_create_fn)
       14    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       14    0.000    0.000    0.000    0.000 typing_extensions.py:675(__hash__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       13    0.001    0.000    0.006    0.000 enum.py:919(_convert_)
       13    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       13    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
       13    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
       13    0.000    0.000    0.000    0.000 enum.py:383(__init__)
       13    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       13    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
       12    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       12    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
       12    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
       12    0.000    0.000    0.000    0.000 __init__.py:728(search)
       12    0.000    0.000    0.002    0.000 __init__.py:794(<genexpr>)
       12    0.000    0.000    0.000    0.000 __init__.py:672(__init__)
       12    0.000    0.000    0.000    0.000 __init__.py:695(mtime)
       12    0.000    0.000    0.002    0.000 __init__.py:692(search)
       12    0.000    0.000    0.000    0.000 message.py:494(get)
       11    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
       11    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
       11    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       10    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       10    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
       10    0.000    0.000    0.000    0.000 imports.py:70(__getattr__)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
       10    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
       10    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        9    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        9    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
        8    0.000    0.000    0.001    0.000 __init__.py:707(__init__)
        8    0.000    0.000    0.001    0.000 __init__.py:701(lookup)
        8    0.000    0.000    0.001    0.000 __init__.py:678(children)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        8    0.000    0.000    0.000    0.000 message.py:638(get_default_type)
        8    0.000    0.000    0.000    0.000 six.py:195(__get_module)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        8    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        7    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        7    0.000    0.000    0.000    0.000 inspect.py:175(get_annotations)
        7    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        7    0.000    0.000    0.035    0.005 six.py:85(_import_module)
        7    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        6    0.000    0.000    0.017    0.003 utils.py:1(<module>)
        6    0.000    0.000    0.001    0.000 feedparser.py:216(_parsegen)
        6    0.000    0.000    0.000    0.000 __init__.py:633(__init__)
        6    0.000    0.000    0.003    0.000 parser.py:899(_compile)
        6    0.000    0.000    0.000    0.000 __init__.py:431(<genexpr>)
        6    0.000    0.000    0.000    0.000 __init__.py:668(__new__)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        6    0.000    0.000    0.000    0.000 unix_events.py:856(__init_subclass__)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        6    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        6    0.000    0.000    0.001    0.000 feedparser.py:176(_call_parse)
        6    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        6    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        5    0.000    0.000    0.001    0.000 dataclasses.py:568(_init_fn)
        5    0.000    0.000    0.051    0.010 exceptions.py:1(<module>)
        5    0.000    0.000    0.002    0.000 dataclasses.py:921(_process_class)
        5    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        5    0.000    0.000    0.000    0.000 platform.py:836(_unknown_as_blank)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:664(__eq__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
        5    0.000    0.000    0.000    0.000 typing.py:3083(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        5    0.000    0.000    0.000    0.000 six.py:182(_get_module)
        5    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
        5    0.000    0.000    0.002    0.000 dataclasses.py:1240(dataclass)
        5    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        5    0.000    0.000    0.000    0.000 typing.py:445(__init_subclass__)
        5    0.000    0.000    0.002    0.000 six.py:95(__get__)
        5    0.000    0.000    0.000    0.000 typing.py:1767(_caller)
        5    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        5    0.000    0.000    0.002    0.000 dataclasses.py:1257(wrap)
        5    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
        5    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:661(_cmp_fn)
        5    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        5    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        5    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:970(__set_name__)
        5    0.000    0.000    0.000    0.000 dataclasses.py:627(_repr_fn)
        5    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        4    0.000    0.000    0.000    0.000 {built-in method _io.open}
        4    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        4    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        4    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        4    0.000    0.000    0.038    0.010 connection.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:585(__new__)
        4    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:2(<genexpr>)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        4    0.000    0.000    0.000    0.000 appdirs.py:17(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        4    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        4    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        4    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        4    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        4    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:443(__init__)
        4    0.001    0.000    0.001    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:601(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        4    0.000    0.000    0.000    0.000 feedparser.py:124(__iter__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:519(_get_protocol_attrs)
        4    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        4    0.000    0.000    0.035    0.009 six.py:117(_resolve)
        4    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        4    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
        4    0.000    0.000    0.034    0.008 six.py:215(is_package)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
        4    0.000    0.000    0.000    0.000 six.py:236(exec_module)
        4    0.000    0.000    0.000    0.000 typing.py:473(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        4    0.000    0.000    0.000    0.000 typing.py:1598(_value_and_type_iter)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        4    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        3    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        3    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        3    0.000    0.000    0.001    0.000 response.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:728(runtime_checkable)
        3    0.000    0.000    0.030    0.010 parser.py:1(<module>)
        3    0.000    0.000    0.003    0.001 request.py:1(<module>)
        3    0.000    0.000    0.006    0.002 util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 version.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:16(<genexpr>)
        3    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:714(<genexpr>)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:709(__init_subclass__)
        3    0.000    0.000    0.000    0.000 __init__.py:98(register)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        3    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        3    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        3    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        3    0.000    0.000    0.000    0.000 six.py:160(_resolve)
        3    0.000    0.000    0.000    0.000 __init__.py:2301(createLock)
        3    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        3    0.000    0.000    0.000    0.000 typing.py:2154(cast)
        3    0.000    0.000    0.000    0.000 enum.py:183(__init__)
        3    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        3    0.000    0.000    0.000    0.000 enum.py:1188(_generate_next_value_)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        3    0.000    0.000    0.000    0.000 __init__.py:73(import_module)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        2    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        2    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        2    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1544(find_distributions)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.045    0.023 client.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
        2    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
        2    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        2    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        2    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        2    0.000    0.000    0.005    0.003 parse.py:1(<module>)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.034    0.017 api.py:1(<module>)
        2    0.000    0.000    0.002    0.001 subprocess.py:1(<module>)
        2    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1292(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1942(close)
        2    0.000    0.000    0.003    0.002 abc.py:1(<module>)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        2    0.000    0.000    0.004    0.002 models.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:696(__init__)
        2    0.000    0.000    0.000    0.000 clean.py:256(__init__)
        2    0.000    0.000    0.009    0.004 clean.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyquery.py:128(__init__)
        2    0.000    0.000    0.000    0.000 log.py:1(<module>)
        2    0.000    0.000    0.001    0.000 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:17(<genexpr>)
        2    0.000    0.000    0.001    0.001 _adapters.py:1(<module>)
        2    0.000    0.000    0.001    0.000 base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 imports.py:31(lazy_import)
        2    0.000    0.000    0.000    0.000 http.py:1(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:383(from_name)
        2    0.000    0.000    0.000    0.000 __init__.py:790(_search_paths)
        2    0.000    0.000    0.002    0.001 __init__.py:464(version)
        2    0.000    0.000    0.000    0.000 __init__.py:804(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
        2    0.000    0.000    0.000    0.000 __init__.py:415(<genexpr>)
        2    0.000    0.000    0.002    0.001 __init__.py:856(distribution)
        2    0.000    0.000    0.004    0.002 __init__.py:882(version)
        2    0.000    0.000    0.000    0.000 __init__.py:1938(__del__)
        2    0.000    0.000    0.000    0.000 __init__.py:428(_discover_resolvers)
        2    0.000    0.000    0.000    0.000 __init__.py:764(legacy_normalize)
        2    0.000    0.000    0.000    0.000 __init__.py:269(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:1024(read_text)
        2    0.000    0.000    0.000    0.000 __init__.py:685(zip_children)
        2    0.000    0.000    0.000    0.000 __init__.py:811(read_text)
        2    0.000    0.000    0.000    0.000 _adapters.py:63(_repair_headers)
        2    0.000    0.000    0.000    0.000 __init__.py:726(_check_compression)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        2    0.000    0.000    0.000    0.000 pathlib.py:1007(open)
        2    0.000    0.000    0.000    0.000 _adapters.py:41(__new__)
        2    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:145(make)
        2    0.000    0.000    0.000    0.000 __init__.py:87(__init__)
        2    0.000    0.000    0.000    0.000 _adapters.py:53(__getitem__)
        2    0.000    0.000    0.000    0.000 _adapters.py:46(__init__)
        2    0.000    0.000    0.000    0.000 _functools.py:83(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:750(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:777(find_distributions)
        2    0.000    0.000    0.002    0.001 __init__.py:436(metadata)
        2    0.000    0.000    0.000    0.000 __init__.py:401(discover)
        2    0.000    0.000    0.000    0.000 __init__.py:637(path)
        2    0.000    0.000    0.000    0.000 __init__.py:347(__new__)
        2    0.000    0.000    0.000    0.000 _lxml.py:68(<genexpr>)
        2    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        2    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        2    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        2    0.000    0.000    0.002    0.001 __init__.py:31(message_from_string)
        2    0.000    0.000    0.002    0.001 parser.py:56(parsestr)
        2    0.000    0.000    0.000    0.000 random.py:126(__init__)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        2    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        2    0.000    0.000    0.000    0.000 message.py:410(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:2867(<genexpr>)
        2    0.000    0.000    0.000    0.000 feedparser.py:208(_pop_message)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        2    0.000    0.000    0.000    0.000 message.py:331(set_payload)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        2    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1033(setFormatter)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        2    0.000    0.000    0.000    0.000 inspect.py:3050(from_callable)
        2    0.000    0.000    0.000    0.000 inspect.py:741(getmro)
        2    0.000    0.000    0.000    0.000 inspect.py:3058(parameters)
        2    0.000    0.000    0.000    0.000 inspect.py:3308(signature)
        2    0.000    0.000    0.001    0.001 parser.py:41(parse)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
