url: https://finance.yahoo.com/quote/MSFT/financials/?p=msft
Error check: 'NoneType' object has no attribute 'find'
end
('Total Revenue', '270,010,000 ', '245,122,000 ', '211,915,000 ', '198,270,000 ', '168,088,000 ')
         1118989 function calls (1089904 primitive calls) in 3.070 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      283    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
      464    0.000    0.000    0.000    0.000 typing.py:1657(__eq__)
     1029    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       39    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 fake.py:86(FakeUserAgent)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        4    0.000    0.000    0.000    0.000 win32.py:114(winapi_test)
        1    0.000    0.000    0.000    0.000 poolmanager.py:263(connection_from_pool_key)
       12    0.000    0.000    0.000    0.000 client.py:1242(putheader)
        2    0.000    0.000    0.000    0.000 inspect.py:2333(_signature_from_function)
       10    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 client.py:1270(endheaders)
        1    0.000    0.000    0.000    0.000 target.py:17(Target)
        1    0.000    0.000    0.000    0.000 typing.py:1(<module>)
     1157    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       37    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:141(__init__)
  170/110    0.000    0.000    0.000    0.000 typing.py:1662(__hash__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       12    0.000    0.000    0.000    0.000 win32.py:115(<genexpr>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       21    0.000    0.000    0.000    0.000 typing.py:938(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1032(_send_output)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
      177    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:7(PackageMetadata)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        8    0.000    0.000    0.000    0.000 win32.py:108(_winapi_test)
        5    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1684(<setcomp>)
     1137    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       37    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 poolmanager.py:189(_new_pool)
        1    0.000    0.000    0.000    0.000 utils.py:76(wrap)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        6    0.000    0.000    0.000    0.000 url.py:210(_encode_invalid_chars)
       12    0.000    0.000    0.000    0.000 message.py:591(get_content_type)
        1    0.000    0.000    0.000    0.000 _collections.py:231(extend)
        1    0.000    0.000    0.000    0.000 connectionpool.py:262(_get_conn)
        1    0.000    0.000    0.000    0.000 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:933(__init__)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
        2    0.000    0.000    0.000    0.000 ssl.py:618(options)
        2    0.000    0.000    0.000    0.000 winterm.py:178(enable_vt_processing)
        2    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
      401    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 client.py:971(send)
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 __init__.py:54(__fix_docstring)
        1    0.000    0.000    0.000    0.000 worker.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:581(<genexpr>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:177(__init__)
        1    0.000    0.000    0.000    0.000 ansi.py:1(<module>)
       20    0.000    0.000    0.000    0.000 pathlib.py:530(_make_child)
      108    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
      200    0.000    0.000    0.000    0.000 enum.py:192(__get__)
     1340    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
      415    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1536(find_distributions)
        1    0.000    0.000    0.000    0.000 typing.py:2930(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:1230(sendall)
      129    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1017(_new_conn)
      208    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1132(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 utils.py:73(<dictcomp>)
      625    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      816    0.000    0.000    0.000    0.000 typing.py:1351(<genexpr>)
      150    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      129    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      283    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
       62    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:58(Sectioned)
    90/88    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 streams.py:1(<module>)
      129    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      129    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       21    0.000    0.000    0.000    0.000 client.py:524(_read_next_chunk_size)
       14    0.000    0.000    0.000    0.000 contextlib.py:260(contextmanager)
      599    0.000    0.000    0.000    0.000 ssl.py:1113(_checkClosed)
       29    0.000    0.000    0.000    0.000 __init__.py:1378(_fixupParents)
        2    0.000    0.000    0.000    0.000 __init__.py:897(find_distributions)
       29    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 connection.py:208(putrequest)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 mock.py:1(<module>)
       13    0.000    0.000    0.000    0.000 enum.py:1004(_find_new_)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        2    0.000    0.000    0.000    0.000 pathlib.py:1036(open)
        2    0.000    0.000    0.000    0.000 socket.py:499(close)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
       17    0.000    0.000    0.000    0.000 pathlib.py:765(__truediv__)
        4    0.000    0.000    0.000    0.000 ssl.py:461(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:910(_search_paths)
      129    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 network_manager.py:303(Request)
       26    0.000    0.000    0.000    0.000 enum.py:975(_find_data_type_)
        9    0.000    0.000    0.000    0.000 message.py:615(get_content_maintype)
       12    0.000    0.000    0.000    0.000 datetime.py:592(__new__)
      129    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        6    0.000    0.000    0.000    0.000 abc.py:32(_register)
        1    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
      538    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        6    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 worker.py:20(Worker)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1796(__class_getitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:870(__init__)
      340    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       53    0.000    0.000    0.000    0.000 <frozen _collections_abc>:859(__iter__)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
      172    0.000    0.000    0.000    0.000 enum.py:744(__delattr__)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
       97    0.000    0.000    0.000    0.000 pathlib.py:147(splitroot)
        6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 client.py:957(close)
      481    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
       75    0.000    0.000    0.000    0.000 _compiler.py:405(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        3    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
      332    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
       92    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        1    0.000    0.000    0.000    0.000 execution_context.py:151(JSHandle)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
       28    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
       55    0.000    0.000    0.000    0.000 enum.py:1354(_iter_member_by_value_)
        3    0.000    0.000    0.000    0.000 ansi.py:26(__init__)
       14    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      544    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       16    0.000    0.000    0.000    0.000 __init__.py:848(search)
        1    0.000    0.000    0.000    0.000 client.py:1086(putrequest)
       67    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
        1    0.000    0.000    0.000    0.000 _adapters.py:42(CompatibilityFiles)
      286    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:709(__init_subclass__)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
      298    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      209    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 requests_html.py:405(HTML)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 ssl.py:1203(send)
      328    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 clean.py:135(Cleaner)
        9    0.000    0.000    0.000    0.000 typing.py:2035(__init_subclass__)
      211    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
       30    0.000    0.000    0.000    0.000 __init__.py:1447(__init__)
       10    0.000    0.000    0.000    0.000 <frozen ntpath>:242(basename)
        2    0.000    0.000    0.000    0.000 __init__.py:805(zip_children)
      210    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:1335(_real_close)
        1    0.000    0.000    0.000    0.000 network_manager.py:587(Response)
        1    0.000    0.000    0.000    0.000 ssl.py:477(Purpose)
        1    0.000    0.000    0.000    0.000 __init__.py:198(split)
        1    0.000    0.000    0.000    0.000 message.py:478(items)
      868    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        1    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 execution_context.py:29(ExecutionContext)
        2    0.000    0.000    0.000    0.000 zipfile.py:2390(__init__)
        1    0.000    0.000    0.000    0.000 navigator_watcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       80    0.000    0.000    0.000    0.000 ipaddress.py:1209(_parse_octet)
       39    0.000    0.000    0.000    0.000 enum.py:929(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        1    0.000    0.000    0.000    0.000 abc.py:56(Traversable)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 message.py:486(<listcomp>)
        1    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
      299    0.000    0.000    0.000    0.000 socket.py:731(readable)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
       33    0.000    0.000    0.000    0.000 inspect.py:2686(__init__)
       10    0.000    0.000    0.000    0.000 <frozen ntpath>:208(split)
        2    0.000    0.000    0.000    0.000 zipfile.py:2266(make)
       35    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
       11    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        1    0.000    0.000    0.000    0.000 retry.py:35(_RetryMeta)
       17    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 multimap.py:1(<module>)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        1    0.000    0.000    0.000    0.000 frame_manager.py:25(FrameManager)
        1    0.000    0.000    0.000    0.000 executor.py:12(ExecutorEventEmitter)
       26    0.000    0.000    0.000    0.000 enum.py:1364(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.000    0.000 pyquery.py:54(build_camel_case_aliases)
        1    0.000    0.000    0.000    0.000 network_manager.py:30(NetworkManager)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:601(__init__)
       99    0.000    0.000    0.000    0.000 _parser.py:295(checkgroupname)
       11    0.000    0.000    0.000    0.000 __init__.py:386(__getattr__)
        2    0.000    0.000    0.000    0.000 socket.py:495(_real_close)
        2    0.000    0.000    0.000    0.000 zipfile.py:1245(__init__)
      373    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 connection.py:184(CDPSession)
        1    0.000    0.000    0.000    0.000 asyncio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2953(<dictcomp>)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _adapters.py:35(__init__)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:28(ip_address)
       62    0.000    0.000    0.000    0.000 <frozen os>:748(encodekey)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
       26    0.000    0.000    0.000    0.000 enum.py:769(__getattr__)
      306    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 _adapters.py:42(_repair_headers)
        1    0.000    0.000    0.000    0.000 __init__.py:163(match)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        1    0.000    0.000    0.000    0.000 client.py:248(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:19(BrowserUserAgentData)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x00000293B6C62980}
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
      160    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
       60    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _utils.py:120(URLPattern)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       35    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        3    0.000    0.000    0.000    0.000 win32.py:170(GetConsoleMode)
        2    0.000    0.000    0.000    0.000 url.py:300(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 gui.py:24(tqdm_gui)
       20    0.000    0.000    0.000    0.000 dataclasses.py:827(_set_new_attribute)
      304    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
      7/1    0.000    0.000    0.000    0.000 functools.py:725(<listcomp>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2829(deprecated)
      355    0.000    0.000    0.000    0.000 enum.py:1142(__init__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        3    0.000    0.000    0.000    0.000 message.py:243(get_payload)
      308    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 frames.py:37(Opcode)
       27    0.000    0.000    0.000    0.000 _collections.py:215(add)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
       89    0.000    0.000    0.000    0.000 message.py:506(set_raw)
      693    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 connection.py:302(__init__)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:519(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
      332    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       96    0.000    0.000    0.000    0.000 typing_extensions.py:3048(_check_generic)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
       14    0.000    0.000    0.000    0.000 typing.py:1522(__mro_entries__)
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
        6    0.000    0.000    0.000    0.000 url.py:305(_idna_encode)
        1    0.000    0.000    0.000    0.000 permessage_deflate.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1006(SSLSocket)
        1    0.000    0.000    0.000    0.000 url.py:323(_encode_target)
        6    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       11    0.000    0.000    0.000    0.000 __init__.py:393(__getitem__)
       13    0.000    0.000    0.000    0.000 typing.py:245(_collect_parameters)
        1    0.000    0.000    0.000    0.000 pyquery.py:159(PyQuery)
        1    0.000    0.000    0.000    0.000 navigator_watcher.py:16(NavigatorWatcher)
        1    0.000    0.000    0.000    0.000 windows_events.py:415(IocpProactor)
       88    0.000    0.000    0.000    0.000 six.py:142(__init__)
      332    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
        2    0.000    0.000    0.000    0.000 __init__.py:1467(debug)
      192    0.000    0.000    0.000    0.000 enum.py:441(<genexpr>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:228(_recursive_repr)
        2    0.000    0.000    0.000    0.000 __init__.py:696(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:341(_tp_cache)
      148    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:443(__init__)
       42    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1912(__init__)
        1    0.000    0.000    0.000    0.000 us_keyboard_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:31(_SendfileMode)
        1    0.000    0.000    0.000    0.000 asyncio.py:11(AsyncIOEventEmitter)
        1    0.000    0.000    0.000    0.000 locks.py:219(Condition)
      257    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 typing.py:482(__getitem__)
        1    0.000    0.000    0.000    0.000 _setmixin.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:345(decorator)
        1    0.000    0.000    0.000    0.000 connection.py:115(__init__)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:303(makefile)
       92    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      190    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       48    0.000    0.000    0.000    0.000 typing.py:1634(<genexpr>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 connection.py:25(Connection)
        2    0.000    0.000    0.000    0.000 __init__.py:1734(isEnabledFor)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
        1    0.000    0.000    0.000    0.000 threading.py:1402(__init__)
       42    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 typing.py:703(Literal)
      107    0.000    0.000    0.000    0.000 enum.py:913(<lambda>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:83(__init__)
       13    0.000    0.000    0.000    0.000 <frozen ntpath>:154(splitdrive)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.000    0.000 log.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        4    0.000    0.000    0.000    0.000 typing.py:1546(__init__)
        1    0.000    0.000    0.000    0.000 taskgroups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
       89    0.000    0.000    0.000    0.000 typing.py:897(__hash__)
        1    0.000    0.000    0.000    0.000 sslproto.py:19(SSLProtocolState)
        4    0.000    0.000    0.000    0.000 enum.py:1761(<listcomp>)
       23    0.000    0.000    0.000    0.000 dataclasses.py:368(field)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       92    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:757(joinpath)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 frame_manager.py:804(WaitTask)
        1    0.000    0.000    0.000    0.000 requests_html.py:740(AsyncHTMLSession)
        2    0.000    0.000    0.000    0.000 queue.py:122(put)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
       11    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1114(_normalize_host)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 connection.py:54(State)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 cProfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:375(_init_decoder)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        3    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl_.py:466(is_ipaddress)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       55    0.000    0.000    0.000    0.000 enum.py:116(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       23    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
       38    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
      198    0.000    0.000    0.000    0.000 enum.py:1243(value)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3835(Format)
       98    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 locks.py:439(_BarrierState)
        5    0.000    0.000    0.000    0.000 dataclasses.py:392(_fields_in_init_order)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
      125    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
      212    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      188    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:48(<listcomp>)
       12    0.000    0.000    0.000    0.000 enum.py:917(<dictcomp>)
       20    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
        1    0.000    0.000    0.000    0.000 runners.py:15(_State)
        1    0.000    0.000    0.000    0.000 readers.py:16(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
       26    0.000    0.000    0.000    0.000 typing.py:1947(_caller)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:447(__setattr__)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 sslproto.py:27(AppProtocolState)
      162    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       29    0.000    0.000    0.000    0.000 element.py:2181(get_attribute_list)
        6    0.000    0.000    0.000    0.000 element.py:524(get_text)
      130    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:484(SSLContext)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1016(getwriter)
        1    0.000    0.000    0.000    0.000 ssl.py:503(_encode_hostname)
